player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
202754,/player/202754/cornel-rapa/240002,24.0,2.0,2023-09-22,C. Râpă,Cornel Emilian Râpă,"RWB, CB, RM",66,66,450000.0,3000.0,33,1990-01-16,180,72,110747.0,Cracovia Kraków,66.0,Ekstraklasa,1.0,RWB,2.0,,2018-07-31,2024.0,39,Romania,,,,Right,3,2,1,High/Medium,Normal (170-185),No,608000.0,,,73.0,49.0,61.0,59.0,58.0,70.0,64,41,50,67,56,56,48,49,58,58,73,73,68,63,70,60,66,86,65,52,65,59,41,55,61,55.0,57,60,58,13,10,13,8,11,,54+2,54+2,54+2,58,56,56,56,58,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,64+2,60+2,60+2,60+2,64+2,16+2
202770,/player/202770/connor-ripley/240002,24.0,2.0,2023-09-22,C. Ripley,Connor Ripley,GK,66,66,575000.0,2000.0,30,1993-02-13,191,96,1928.0,Port Vale,60.0,League One,3.0,GK,1.0,,2023-07-01,2025.0,14,England,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,1000000.0,,,,,,,,,11,11,14,33,14,11,13,11,28,23,26,28,24,54,38,47,64,21,80,20,16,19,12,45,14,33.0,14,12,15,66,66,62,64,70,27.0,26+2,26+2,26+2,23,25,25,25,23,27+2,27+2,27+2,24+2,28+2,28+2,28+2,24+2,22+2,27+2,27+2,27+2,22+2,22+2,26+2,26+2,26+2,22+2,65+1
202771,/player/202771/joe-newell/240002,24.0,2.0,2023-09-22,J. Newell,Joseph Peter Newell,"CM, CDM",70,70,1500000.0,6000.0,30,1993-03-15,185,71,81.0,Hibernian,50.0,Premiership,1.0,CDM,11.0,,2019-07-01,2025.0,14,England,,,,Left,2,3,1,Medium/Medium,Lean (185+),No,2600000.0,,"Finesse Shot, Dead Ball, Long Ball Pass, Press Proven, Long Throw",57.0,60.0,71.0,69.0,64.0,75.0,72,56,57,72,62,69,74,64,70,73,55,59,59,67,71,66,67,81,74,59,72,66,63,70,62,73.0,62,67,64,10,14,7,13,11,,64+2,64+2,64+2,66,66,66,66,66,67+2,67+2,67+2,68+2,70,70,70,68+2,68+2,69+1,69+1,69+1,68+2,67+2,66+2,66+2,66+2,67+2,18+2
202778,/player/202778/ertac-ozbir/240002,24.0,2.0,2023-09-22,E. Özbir,Ertaç Özbir,GK,72,72,750000.0,8000.0,33,1989-10-25,192,81,101016.0,Adana Demirspor,68.0,Super Lig,1.0,GK,25.0,,2022-06-08,2024.0,48,Turkey,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,1500000.0,,,,,,,,,24,11,14,22,20,11,18,19,17,25,39,45,35,69,39,50,62,30,65,14,35,13,12,11,23,51.0,15,14,19,73,69,66,72,73,41.0,28+2,28+2,28+2,24,25,25,25,24,22+2,22+2,22+2,25+2,22+2,22+2,22+2,25+2,26+2,25+2,25+2,25+2,26+2,26+2,27+2,27+2,27+2,26+2,71+1
202789,/player/202789/alexander-schwolow/240002,24.0,2.0,2023-09-22,A. Schwolow,Alexander Schwolow,GK,70,70,850000.0,13000.0,31,1992-06-02,190,84,1831.0,FC Union Berlin,19.0,Bundesliga,1.0,SUB,37.0,,2023-07-26,2027.0,21,Germany,,,,Right,3,1,2,Medium/Medium,Normal (185+),Yes,1400000.0,,,,,,,,,9,12,12,26,11,15,13,16,23,23,36,39,40,70,42,47,60,31,65,15,26,13,10,36,22,24.0,16,17,9,72,62,63,70,73,37.0,27+2,27+2,27+2,25,27,27,27,25,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,26+2,26+2,26+2,24+2,23+2,26+2,26+2,26+2,23+2,69+1
202793,/player/202793/alessandro-berardi/240002,24.0,2.0,2023-09-22,A. Berardi,Alessandro Berardi,GK,62,62,200000.0,4000.0,32,1991-01-16,185,78,206.0,Hellas Verona,31.0,Serie A,1.0,SUB,22.0,,2019-01-17,2025.0,27,Italy,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,360000.0,,,,,,,,,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,58,45,55,19,23,21,12,55,22,53.0,11,19,17,61,58,56,63,64,50.0,26+2,26+2,26+2,27,28,28,28,27,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,28+2,29+2,29+2,29+2,28+2,28+2,25+2,25+2,25+2,28+2,61+1
202799,/player/202799/jordan-graham/240002,24.0,2.0,2023-09-22,J. Graham,Jordan Graham,"RM, RWB, LWB",67,67,1000000.0,4000.0,28,1995-03-05,182,73,1958.0,Leyton Orient,60.0,League One,3.0,SUB,24.0,,2023-08-02,2025.0,14,England,,,,Right,4,4,1,Medium/Medium,Lean (170-185),No,1800000.0,,Technical,78.0,64.0,66.0,66.0,51.0,53.0,69,63,34,65,54,65,70,71,63,65,80,77,72,61,71,71,51,71,47,64,45,54,58,66,64,66.0,50,55,50,7,15,14,14,13,,61+2,61+2,61+2,66,65,65,65,66,65+2,65+2,65+2,66+1,63+2,63+2,63+2,66+1,62+2,58+2,58+2,58+2,62+2,60+2,52+2,52+2,52+2,60+2,18+2
202803,/player/202803/martin-angha/240002,24.0,2.0,2023-09-22,M. Angha,Martin Yves Angha-Lötscher,CB,67,67,850000.0,6000.0,29,1994-01-22,188,81,492.0,Wehen Wiesbaden,20.0,2. Bundesliga,2.0,SUB,2.0,,2023-07-01,2025.0,47,Switzerland,,,,Right,4,2,1,Medium/Medium,Lean (185+),No,1300000.0,,Slide Tackle,71.0,37.0,56.0,63.0,66.0,75.0,55,30,66,62,33,61,55,33,56,64,68,74,67,65,59,50,77,76,77,36,68,67,53,53,38,64.0,66,64,65,8,13,9,15,13,,55+2,55+2,55+2,57,56,56,56,57,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,65+2,65+2,65+2,65+2,65+2,66+1,67,67,67,66+1,18+2
202808,/player/202808/ke-li/240002,24.0,2.0,2023-09-22,Li Ke,李可,"CM, CDM",65,65,675000.0,5000.0,30,1993-05-24,171,70,111768.0,Beijing Guoan,2012.0,Super League,1.0,RCM,23.0,,2019-02-05,2023.0,155,China PR,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,1000000.0,,"Tiki Taka, Intercept",74.0,61.0,63.0,66.0,63.0,70.0,63,59,60,63,52,61,65,55,65,67,77,72,81,63,82,65,74,87,63,62,63,62,61,62,58,66.0,60,67,61,11,7,13,7,8,,63+2,63+2,63+2,65,64,64,64,65,64+1,64+1,64+1,66-1,65,65,65,66-1,67-2,65,65,65,67-2,66-1,63+2,63+2,63+2,66-1,15+2
202811,/player/202811/emiliano-martinez/240002,24.0,2.0,2023-09-22,E. Martínez,Damián Emiliano Martínez,GK,85,85,36000000.0,100000.0,30,1992-09-02,195,88,2.0,Aston Villa,13.0,Premier League,1.0,GK,1.0,,2020-09-16,2027.0,52,Argentina,1369.0,GK,23.0,Right,4,1,3,Medium/Medium,Stocky (185+),Yes,68400000.0,,Far Throw,,,,,,,22,16,26,57,13,17,22,20,59,38,59,57,49,82,49,62,77,40,70,16,37,13,12,66,42,62.0,11,20,20,83,83,82,84,85,58.0,37+3,37+3,37+3,37,39,39,39,37,43+3,43+3,43+3,41+3,45+3,45+3,45+3,41+3,35+3,39+3,39+3,39+3,35+3,34+3,33+3,33+3,33+3,34+3,83+2
202814,/player/202814/nathan-byrne/240002,24.0,2.0,2023-09-22,N. Byrne,Nathan Byrne,"RB, LB",67,67,750000.0,3000.0,31,1992-06-05,180,84,114640.0,Charlotte,39.0,Major League Soccer,1.0,LB,14.0,,2022-08-04,2024.0,14,England,,,,Right,3,3,1,High/Medium,Normal (170-185),No,1100000.0,,Rapid,78.0,50.0,62.0,67.0,61.0,67.0,64,48,56,66,45,67,64,34,62,66,82,75,74,60,80,54,73,77,62,50,64,60,62,58,42,60.0,60,64,62,8,8,7,10,11,,60+2,60+2,60+2,64,62,62,62,64,63+2,63+2,63+2,66+1,63+2,63+2,63+2,66+1,66+1,63+2,63+2,63+2,66+1,65+2,62+2,62+2,62+2,65+2,15+2
202819,/player/202819/chris-forrester/240002,24.0,2.0,2023-09-22,C. Forrester,Christopher Stephen Forrester,"CM, CAM",67,67,975000.0,1000.0,30,1992-12-17,180,69,423.0,St Patrick's,65.0,Premier Division,1.0,LCM,8.0,,2019-01-23,2024.0,25,Republic of Ireland,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,1500000.0,,"Pinged Pass, Incisive Pass, Technical, Flair",66.0,62.0,65.0,69.0,60.0,71.0,61,59,54,67,62,67,65,58,65,69,67,65,78,63,79,67,64,87,63,64,73,61,62,69,63,70.0,63,59,56,7,16,13,15,13,,63+2,63+2,63+2,65,65,65,65,65,66+1,66+1,66+1,66+1,67,67,67,66+1,65+2,65+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,64+2,18+2
202827,/player/202827/cristian-battocchio/240002,24.0,2.0,2023-09-22,C. Battocchio,Cristian Damián Battocchio,"CM, CDM, CAM",64,64,475000.0,600.0,31,1992-02-10,169,65,113297.0,Chennaiyin,2149.0,Super League,1.0,LDM,16.0,,2023-08-21,2027.0,27,Italy,,,,Right,3,3,1,Low/Low,Normal (170-),No,641000.0,,Trivela,64.0,63.0,65.0,68.0,56.0,57.0,62,58,49,66,48,67,67,67,65,67,67,61,70,66,82,73,54,56,52,69,71,56,60,67,61,63.0,58,55,57,9,14,13,9,12,,62+2,62+2,62+2,65-1,65-1,65-1,65-1,65-1,65-1,65-1,65-1,64,64,64,64,64,61+2,61+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,60+2,17+2
202828,/player/202828/federico-viviani/240002,24.0,2.0,2023-09-22,F. Viviani,Federico Viviani,"CM, CDM",65,65,575000.0,1000.0,31,1992-03-24,180,76,570.0,Ternana,32.0,Serie B,2.0,SUB,7.0,,2023-09-08,2026.0,27,Italy,,,,Right,4,3,1,Medium/High,Normal (170-185),No,891000.0,,"Power Shot, Long Ball Pass",63.0,68.0,69.0,68.0,65.0,64.0,71,58,64,70,68,69,74,80,64,69,63,63,69,55,73,82,69,56,66,77,68,64,58,66,68,67.0,62,68,66,5,13,14,8,13,,65,65,65,66-1,65,65,65,66-1,66-1,66-1,66-1,65,65,65,65,65,65,65,65,65,65,64+1,65,65,65,64+1,15+2
202848,/player/202848/gianluca-caprari/240002,24.0,2.0,2023-09-22,G. Caprari,Gianluca Caprari,CF,77,77,10500000.0,53000.0,29,1993-07-30,176,72,111811.0,Monza,31.0,Serie A,1.0,LF,17.0,,2023-07-01,2027.0,27,Italy,,,,Right,4,3,2,High/Low,Normal (170-185),No,17900000.0,,"Finesse Shot, Technical, Flair, First Touch, Trivela",84.0,75.0,76.0,82.0,33.0,54.0,74,76,49,77,78,82,83,75,73,81,89,80,89,73,87,75,65,71,50,74,39,35,73,75,75,71.0,33,28,29,9,8,14,6,11,,73+2,73+2,73+2,78-1,77,77,77,78-1,78-1,78-1,78-1,78-1,72+2,72+2,72+2,78-1,60+2,55+2,55+2,55+2,60+2,55+2,44+2,44+2,44+2,55+2,16+2
202849,/player/202849/jannik-vestergaard/240002,24.0,2.0,2023-09-22,J. Vestergaard,Jannik Vestergaard,CB,74,74,3500000.0,34000.0,30,1992-08-03,199,96,95.0,Leicester City,14.0,Championship,2.0,LCB,23.0,,2021-08-13,2024.0,13,Denmark,,,,Right,4,2,1,Medium/Medium,Lean (185+),Yes,6300000.0,"#Aerial threat, #Strength","Power Header, Long Ball Pass, Bruiser",33.0,48.0,61.0,48.0,74.0,77.0,46,34,81,69,28,44,41,52,74,55,30,36,29,70,28,83,71,54,87,47,84,73,40,58,59,70.0,74,74,72,16,11,11,15,10,,55+2,55+2,55+2,47,51,51,51,47,52+2,52+2,52+2,51+2,61+2,61+2,61+2,51+2,61+2,70+2,70+2,70+2,61+2,63+2,74,74,74,63+2,19+2
202851,/player/202851/gregoire-defrel/240002,24.0,2.0,2023-09-22,G. Defrel,Grégoire Defrel,"CF, ST",73,73,2500000.0,16000.0,32,1991-06-17,179,79,111974.0,Sassuolo,31.0,Serie A,1.0,SUB,92.0,,2020-09-01,2024.0,18,France,,,,Left,3,3,2,Medium/Low,Lean (170-185),Yes,4300000.0,,"Rapid, First Touch",78.0,73.0,66.0,76.0,33.0,51.0,62,73,61,66,74,77,66,67,60,75,82,74,78,70,72,75,72,38,55,73,53,37,73,72,68,75.0,45,15,18,14,15,11,12,7,,71+2,71+2,71+2,73,73,73,73,73,72+1,72+1,72+1,70+2,64+2,64+2,64+2,70+2,51+2,50+2,50+2,50+2,51+2,48+2,44+2,44+2,44+2,48+2,18+2
202855,/player/202855/long-tan/240002,24.0,2.0,2023-09-22,Tan Long,谭龙,"ST, RW",72,72,1000000.0,12000.0,35,1988-04-01,185,80,111769.0,Changchun Yatai,2012.0,Super League,1.0,ST,29.0,,2017-01-22,2023.0,155,China PR,,,,Right,2,4,1,Medium/Medium,Lean (185+),Yes,1600000.0,,"Finesse Shot, Power Header",75.0,72.0,62.0,69.0,36.0,76.0,63,72,71,63,64,68,57,58,58,72,71,78,68,67,63,75,84,74,79,70,67,39,73,62,67,63.0,36,26,29,15,9,10,8,14,,72,72,72,69,70,70,70,69,68+2,68+2,68+2,68+2,63+2,63+2,63+2,68+2,55+2,53+2,53+2,53+2,55+2,53+2,51+2,51+2,51+2,53+2,18+2
202858,/player/202858/fabian-castillo/240002,24.0,2.0,2023-09-22,F. Castillo,Fabián Andrés Castillo Sánchez,"ST, LM, RM",69,69,1200000.0,7000.0,31,1992-06-17,182,80,110980.0,Colo-Colo,335.0,Primera Division,1.0,SUB,17.0,,2021-07-01,2024.0,56,Colombia,,,,Right,4,4,1,High/Medium,Normal (170-185),No,1700000.0,,"Rapid, Flair",86.0,69.0,63.0,72.0,43.0,72.0,62,67,50,65,73,72,71,66,58,67,87,85,88,72,74,75,77,73,72,69,68,40,70,60,61,66.0,38,50,34,12,10,16,8,7,,69,69,69,71-2,70-1,70-1,70-1,71-2,69,69,69,69,64+2,64+2,64+2,69,59+2,56+2,56+2,56+2,59+2,57+2,53+2,53+2,53+2,57+2,16+2
202873,/player/202873/kevin-muller/240002,24.0,2.0,2023-09-22,K. Müller,Kevin Müller,GK,73,73,1500000.0,18000.0,32,1991-03-15,190,90,111235.0,Heidenheim,19.0,Bundesliga,1.0,GK,1.0,,2015-07-01,2025.0,21,Germany,,,,Right,3,1,1,Medium/Medium,Stocky (185+),No,2700000.0,,Footwork,,,,,,,12,13,13,27,11,17,13,16,20,18,49,46,48,69,43,50,71,31,76,15,41,20,11,10,20,52.0,12,10,10,71,71,67,73,75,48.0,29+2,29+2,29+2,25,25,25,25,25,24+2,24+2,24+2,25+2,23+2,23+2,23+2,25+2,25+2,25+2,25+2,25+2,25+2,24+2,27+2,27+2,27+2,24+2,72+1
202881,/player/202881/keith-buckley/240002,24.0,2.0,2023-09-22,K. Buckley,Keith Buckley,"CDM, RB",61,61,230000.0,600.0,31,1992-06-17,180,71,305.0,Bohemians,65.0,Premier Division,1.0,RB,16.0,,2022-12-01,2025.0,25,Republic of Ireland,,,,Right,3,2,1,High/High,Lean (170-185),No,357000.0,,,47.0,54.0,57.0,57.0,59.0,68.0,57,51,55,57,52,56,55,53,56,57,51,44,60,56,66,59,59,76,62,55,73,59,57,58,57,56.0,58,61,58,7,8,10,8,9,,55+2,55+2,55+2,55,55,55,55,55,56+2,56+2,56+2,56+2,58+2,58+2,58+2,56+2,59+2,60+1,60+1,60+1,59+2,58+2,59+2,59+2,59+2,58+2,13+2
202884,/player/202884/leonardo-spinazzola/240002,24.0,2.0,2023-09-22,L. Spinazzola,Leonardo Spinazzola,"LWB, LM",80,80,18000000.0,63000.0,30,1993-03-25,186,75,52.0,Roma,31.0,Serie A,1.0,LM,37.0,,2019-07-01,2024.0,27,Italy,,,,Right,4,4,3,High/Medium,Lean (185+),Yes,30600000.0,#Speedster,"Whipped Cross, Rapid, Quick Step",91.0,64.0,72.0,79.0,76.0,69.0,79,60,69,76,59,80,66,45,64,79,93,90,80,79,69,68,82,69,66,68,71,78,77,72,59,69.0,75,78,75,11,13,12,15,14,,73+3,73+3,73+3,78,76,76,76,78,76+3,76+3,76+3,77+3,74+3,74+3,74+3,77+3,78+2,74+3,74+3,74+3,78+2,78+2,75+3,75+3,75+3,78+2,20+3
202886,/player/202886/benjamin-siegrist/240002,24.0,2.0,2023-09-22,B. Siegrist,Benjamin Kevin Siegrist,GK,69,69,750000.0,17000.0,31,1992-01-31,194,85,78.0,Celtic,50.0,Premiership,1.0,SUB,31.0,,2022-06-23,2026.0,47,Switzerland,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,1400000.0,,,,,,,,,11,11,12,17,12,12,16,12,22,20,34,33,32,67,30,47,60,34,69,12,38,27,13,49,32,39.0,20,12,12,69,67,63,70,70,34.0,26+2,26+2,26+2,23,25,25,25,23,26+2,26+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,28+2,28+2,28+2,24+2,24+2,28+2,28+2,28+2,24+2,68+1
202889,/player/202889/alpaslan-ozturk/240002,24.0,2.0,2023-09-22,A. Öztürk,Alpaslan Öztürk,"CB, CDM",66,66,725000.0,4000.0,29,1993-07-16,186,89,131389.0,Pendikspor,68.0,Super Lig,1.0,RES,5.0,,2023-08-28,2024.0,48,Turkey,,,,Right,3,3,1,Medium/Medium,Stocky (185+),No,1500000.0,,"Long Ball Pass, Slide Tackle",61.0,53.0,51.0,58.0,62.0,79.0,56,43,68,58,53,58,51,43,56,55,55,65,62,63,60,71,75,79,80,58,79,60,56,34,51,60.0,61,63,64,6,9,15,8,11,,59+2,59+2,59+2,55,55,55,55,55,53+2,53+2,53+2,56+2,56+2,56+2,56+2,56+2,62+2,62+2,62+2,62+2,62+2,62+2,66,66,66,62+2,15+2
202893,/player/202893/roope-riski/240002,24.0,2.0,2023-09-22,R. Riski,Roope Riski,ST,66,66,725000.0,500.0,31,1991-08-16,180,74,100325.0,HJK,322.0,Veikkausliiga,1.0,SUB,11.0,,2020-01-01,2023.0,17,Finland,,,,Right,4,3,1,High/Low,Lean (170-185),No,1600000.0,,,81.0,66.0,53.0,66.0,41.0,58.0,57,69,60,55,64,63,57,49,48,65,82,80,79,67,72,66,73,66,58,59,45,38,68,48,63,57.0,36,41,40,14,12,14,11,16,,66,66,66,65,65,65,65,65,62+2,62+2,62+2,64+2,56+2,56+2,56+2,64+2,55+2,50+2,50+2,50+2,55+2,54+2,48+2,48+2,48+2,54+2,19+2
202905,/player/202905/christoffer-nyman/240002,24.0,2.0,2023-09-22,C. Nyman,Christoffer Åke Sven Nyman,ST,71,71,1800000.0,6000.0,30,1992-10-05,185,82,702.0,Norrköping,56.0,Allsvenskan,1.0,ST,5.0,,2019-01-12,2026.0,46,Sweden,,,,Right,3,3,1,High/High,Normal (185+),No,2300000.0,,"Technical, Aerial",81.0,69.0,58.0,67.0,41.0,81.0,51,71,69,65,70,66,54,47,45,66,80,81,70,71,62,69,86,80,82,64,76,36,72,68,72,67.0,40,41,30,9,8,8,10,12,,71,71,71,68,69,69,69,68,68+2,68+2,68+2,67+2,62+2,62+2,62+2,67+2,56+2,55+2,55+2,55+2,56+2,55+2,54+2,54+2,54+2,55+2,16+2
202910,/player/202910/david-mitov-nilsson/240002,24.0,2.0,2023-09-22,D. Mitov Nilsson,David Mitov Nilsson,GK,64,64,300000.0,950.0,32,1991-01-12,190,87,113458.0,Sirius,56.0,Allsvenskan,1.0,GK,1.0,,2021-01-08,2024.0,19,North Macedonia,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,375000.0,,,,,,,,,12,11,15,33,18,14,12,12,36,18,26,25,25,58,28,48,63,30,77,11,30,15,11,55,15,45.0,20,11,9,64,61,64,64,66,26.0,26+2,26+2,26+2,23,26,26,26,23,28+2,28+2,28+2,25+2,30+2,30+2,30+2,25+2,22+2,28+2,28+2,28+2,22+2,21+2,26+2,26+2,26+2,21+2,63+1
202949,/player/202949/jun-yub-kim/240002,24.0,2.0,2023-09-22,Kim Jun Yub,김준엽 Jun Yub Kim,"RWB, RB",64,64,180000.0,1000.0,35,1988-05-10,178,76,110765.0,Incheon United,83.0,K League 1,1.0,RWB,17.0,,2020-01-01,2024.0,167,Korea Republic,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,225000.0,,Anticipate,72.0,52.0,57.0,63.0,58.0,67.0,66,56,53,62,31,63,43,43,51,61,74,71,65,58,69,55,69,65,70,45,61,63,61,49,41,64.0,58,57,56,7,10,8,10,16,,59+2,59+2,59+2,61,60,60,60,61,59+2,59+2,59+2,62+2,58+2,58+2,58+2,62+2,62+2,59+2,59+2,59+2,62+2,61+2,60+2,60+2,60+2,61+2,16+2
202966,/player/202966/bo-kyung-choi/240002,24.0,2.0,2023-09-22,Choi Bo Kyung,최보경 财博炅,CB,58,58,50000.0,850.0,35,1988-04-12,184,79,112558.0,Suwon,83.0,K League 1,1.0,SUB,21.0,,2023-02-24,2023.0,167,Korea Republic,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,63000.0,,,47.0,39.0,52.0,51.0,57.0,58.0,47,32,64,56,41,47,34,35,55,53,61,35,54,51,64,52,68,36,65,43,64,57,33,57,45,51.0,55,57,55,8,10,14,15,10,,47+2,47+2,47+2,47,47,47,47,47,49+2,49+2,49+2,48+2,51+2,51+2,51+2,48+2,51+2,55+2,55+2,55+2,51+2,52+2,58,58,58,52+2,15+2
202968,/player/202968/il-lok-yun/240002,24.0,2.0,2023-09-22,Yun Il Lok,윤일록 尹日录,"LM, ST",60,60,200000.0,2000.0,31,1992-03-07,178,65,112115.0,Gangwon,83.0,K League 1,1.0,SUB,73.0,Ulsan,,2023.0,167,Korea Republic,,,,Right,3,3,1,High/Medium,Normal (170-185),No,,,,75.0,56.0,56.0,62.0,46.0,59.0,57,55,52,56,58,62,59,56,53,57,78,72,78,53,72,58,69,51,63,57,58,58,59,58,51,55.0,45,44,23,6,11,6,8,12,,58+2,58+2,58+2,60,59,59,59,60,59+1,59+1,59+1,59+1,56+2,56+2,56+2,59+1,52+2,52+2,52+2,52+2,52+2,51+2,50+2,50+2,50+2,51+2,14+2
202974,/player/202974/se-gye-shin/240002,24.0,2.0,2023-09-22,Shin Se Gye,신세계 申西桂,"CB, RB",63,63,300000.0,2000.0,32,1990-09-16,178,75,112558.0,Suwon,83.0,K League 1,1.0,RCB,30.0,,2022-01-26,2023.0,167,Korea Republic,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,375000.0,,Slide Tackle,81.0,54.0,58.0,63.0,60.0,71.0,57,47,59,61,52,58,56,50,57,63,78,83,81,61,81,65,69,70,72,62,72,62,60,56,41,60.0,58,61,62,9,6,15,8,14,,61+2,61+2,61+2,62,61,61,61,62,61+2,61+2,61+2,62+1,60+2,60+2,60+2,62+1,63,62+1,62+1,62+1,63,64-1,63,63,63,64-1,15+2
202977,/player/202977/jong-sung-lee/240002,24.0,2.0,2023-09-22,Lee Jong Sung,이종성 李忠成,"CDM, CM",60,60,210000.0,800.0,30,1992-08-05,187,72,983.0,Suwon Bluewings,83.0,K League 1,1.0,SUB,16.0,,2011-01-01,2027.0,167,Korea Republic,,,,Right,3,2,1,Low/High,Lean (185+),No,263000.0,,"Slide Tackle, Bruiser",44.0,46.0,50.0,58.0,56.0,78.0,38,40,58,56,38,55,42,43,57,65,52,37,53,52,59,56,71,77,82,51,71,56,53,48,44,57.0,54,56,59,13,15,13,10,12,,53+2,53+2,53+2,51,53,53,53,51,53+2,53+2,53+2,53+2,57+2,57+2,57+2,53+2,55+2,59+1,59+1,59+1,55+2,55+2,60,60,60,55+2,17+2
202986,/player/202986/jin-ho-shin/240002,24.0,2.0,2023-09-22,Shin Jin Ho,신진호 申振豪,"CM, CDM",71,71,875000.0,5000.0,34,1988-09-07,177,72,110765.0,Incheon United,83.0,K League 1,1.0,SUB,8.0,,2023-01-20,2024.0,167,Korea Republic,,,,Right,4,3,1,High/High,Normal (170-185),No,1100000.0,#Engine,"Dead Ball, Pinged Pass, Incisive Pass, Long Ball Pass, Intercept, Press Proven, Relentless",63.0,65.0,72.0,70.0,62.0,77.0,67,58,55,73,63,67,71,75,74,74,67,60,69,60,82,72,71,86,75,73,73,67,68,75,68,70.0,61,63,56,15,10,12,15,11,,65+2,65+2,65+2,68,68,68,68,68,70+1,70+1,70+1,69+2,71,71,71,69+2,67+2,69+2,69+2,69+2,67+2,65+2,65+2,65+2,65+2,65+2,18+2
202994,/player/202994/kyo-won-han/240002,24.0,2.0,2023-09-22,Han Kyo Won,한교원 韩教元,"RM, RW",64,64,375000.0,3000.0,33,1990-06-15,182,73,1477.0,Jeonbuk Motors,83.0,K League 1,1.0,SUB,7.0,,2014-01-05,2023.0,167,Korea Republic,,,,Right,3,3,1,High/Medium,Lean (170-185),No,488000.0,,Technical,77.0,62.0,58.0,66.0,47.0,63.0,57,61,59,59,63,65,62,57,54,65,76,77,71,58,71,63,72,57,62,62,70,51,62,61,63,64.0,47,41,49,7,11,15,7,12,,63+1,63+1,63+1,64,63,63,63,64,63+1,63+1,63+1,63+1,59+2,59+2,59+2,63+1,57+2,55+2,55+2,55+2,57+2,56+2,54+2,54+2,54+2,56+2,15+2
203002,/player/203002/kee-hee-kim/240002,24.0,2.0,2023-09-22,Kim Kee Hee,김기희 金基熙,"CB, RB",70,70,750000.0,6000.0,33,1989-07-13,188,80,1473.0,Ulsan,83.0,K League 1,1.0,SUB,44.0,,2020-02-26,2023.0,167,Korea Republic,,,,Right,3,2,1,Low/High,Normal (185+),Yes,975000.0,,"Block, Aerial",60.0,43.0,58.0,50.0,69.0,77.0,55,34,71,62,40,38,51,43,64,62,59,61,57,62,55,54,82,63,85,48,71,69,57,55,45,61.0,70,69,63,10,10,15,8,15,,55+2,55+2,55+2,53,53,53,53,53,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,62+2,66+2,66+2,66+2,62+2,64+2,70,70,70,64+2,17+2
