club_id,club,country_code,source_url,source_page,snapshot_date,competition,gender,entity_id,shirt_number,position,name,dob,age,age_reference_date,nationality,height_cm
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:14,14,MF,MIRAMON Ignacio,2003-06-12,22,2025-06-14,Argentina,173
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:15,15,MF,ALARCON Williams,2000-11-29,24,2025-06-14,Chile,182
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:16,16,FW,MERENTIEL Miguel,1996-02-24,29,2025-06-14,Uruguay,179
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:17,17,DF,ADVINCULA Luis,1990-03-02,35,2025-06-14,Peru,178
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:18,18,DF,FABRA Frank,1991-02-22,34,2025-06-14,Colombia,175
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:19,19,MF,MARTEGANI Agustin,2000-05-20,25,2025-06-14,Argentina,183
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:20,20,MF,VELASCO Alan,2002-07-27,22,2025-06-14,Argentina,168
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:21,21,MF,HERRERA Ander,1989-08-14,35,2025-06-14,Spain,183
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:22,22,MF,ZENON Kevin,2001-07-30,23,2025-06-14,Argentina,179
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:23,23,DF,BLANCO Lautaro,1999-02-19,26,2025-06-14,Argentina,176
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:24,24,DF,BARINAGA Juan,2000-10-10,24,2025-06-14,Argentina,179
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:25,25,GK,MARCHESIN Agustin,1988-03-16,37,2025-06-14,Argentina,188
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:26,26,DF,PELLEGRINO Marco,2002-07-18,22,2025-06-14,Argentina,191
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:27,27,MF,BRAIDA Malcom,1997-05-17,28,2025-06-14,Argentina,182
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:30,30,MF,BELMONTE Tomas,1998-05-27,27,2025-06-14,Argentina,181
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:32,32,DF,COSTA Ayrton,1999-07-12,25,2025-06-14,Argentina,180
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:33,33,FW,AGUIRRE Brian,2003-01-06,22,2025-06-14,Argentina,174
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:34,34,DF,MENDIA Mateo,2004-02-03,21,2025-06-14,Argentina,191
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:38,38,MF,REY DOMENECH Camilo,2006-03-10,19,2025-06-14,Argentina,178
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:40,40,DF,DI LOLLO Lautaro,2004-03-10,21,2025-06-14,Argentina,188
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:42,42,DF,BLONDEL Lucas,1996-09-14,28,2025-06-14,Switzerland,178
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:43,43,MF,DELGADO Milton,2005-06-16,19,2025-06-14,Argentina,166
cabocajuniors,CA Boca Juniors,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,8,2025-07-04,FIFA Club World Cup 2025,male,cabocajuniors:51,51,MF,DALMASSO Santiago,2004-06-18,20,2025-06-14,Argentina,181
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:1,1,GK,ARMANI Franco,1986-10-16,38,2025-06-14,Argentina,189
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:2,2,DF,GATTONI Federico,1999-02-16,26,2025-06-14,Argentina,185
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:4,4,DF,MONTIEL Gonzalo,1997-01-01,28,2025-06-14,Argentina,175
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:5,5,MF,KRANEVITTER Matias,1993-05-21,32,2025-06-14,Argentina,180
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:6,6,DF,PEZZELLA German,1991-06-27,33,2025-06-14,Argentina,190
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:7,7,MF,ROJAS Matias,1995-11-03,29,2025-06-14,Paraguay,186
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:8,8,MF,MEZA Maximiliano,1992-12-15,32,2025-06-14,Argentina,177
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:9,9,FW,BORJA Miguel,1993-01-26,32,2025-06-14,Colombia,184
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:10,10,MF,LANZINI Manuel,1993-02-15,32,2025-06-14,Argentina,167
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:11,11,FW,COLIDIO Facundo,2000-01-04,25,2025-06-14,Argentina,180
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:13,13,DF,RIVERO Lautaro,2003-11-01,21,2025-06-14,Argentina,185
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:14,14,DF,GONZALEZ PIREZ Leandro,1992-02-26,33,2025-06-14,Argentina,185
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:15,15,FW,DRIUSSI Sebastian,1996-02-09,29,2025-06-14,Argentina,180
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:16,16,DF,BUSTOS Fabricio,1996-04-28,29,2025-06-14,Argentina,168
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:17,17,DF,DIAZ Paulo,1994-08-25,30,2025-06-14,Chile,178
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:18,18,MF,MARTINEZ Gonzalo,1993-06-13,32,2025-06-14,Argentina,172
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:19,19,FW,TAPIA Gonzalo,2002-02-18,23,2025-06-14,Chile,178
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:20,20,DF,CASCO Milton,1988-04-11,37,2025-06-14,Argentina,170
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:21,21,DF,ACUNA Marcos,1991-10-28,33,2025-06-14,Argentina,170
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:22,22,MF,CASTANO Kevin,2000-09-29,24,2025-06-14,Colombia,179
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:24,24,MF,PEREZ Enzo,1986-02-22,39,2025-06-14,Argentina,177
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:25,25,GK,LEDESMA Jeremias,1993-02-13,32,2025-06-14,Argentina,184
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:26,26,MF,FERNANDEZ Ignacio,1990-01-12,35,2025-06-14,Argentina,182
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:27,27,FW,DADIN Bautista,2006-05-20,19,2025-06-14,Argentina,184
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:28,28,DF,MARTINEZ QUARTA Lucas,1996-05-10,29,2025-06-14,Argentina,183
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:29,29,MF,ALIENDRO Rodrigo,1991-02-16,34,2025-06-14,Argentina,172
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:30,30,FW,MASTANTUONO Franco,2007-08-14,17,2025-06-14,Argentina,180
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:31,31,MF,SIMON Santiago,2002-06-13,23,2025-06-14,Argentina,178
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:34,34,MF,GALOPPO Giuliano,1999-06-18,25,2025-06-14,Argentina,181
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:35,35,MF,COSTANTINI Giorgio,2006-04-16,19,2025-06-14,Argentina,185
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:37,37,GK,LAVAGNINO Lucas,2004-08-22,20,2025-06-14,Argentina,189
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:38,38,FW,SUBIABRE Ian,2007-01-01,18,2025-06-14,Argentina,171
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:39,39,MF,LENCINA Santiago,2005-09-04,19,2025-06-14,Argentina,172
cariverplate,CA River Plate,ARG,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,9,2025-07-04,FIFA Club World Cup 2025,male,cariverplate:41,41,GK,BELTRAN Santiago,2004-10-04,20,2025-06-14,Argentina,189
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:1,1,GK,ANDRADA Esteban,1991-01-26,34,2025-06-14,Argentina,193
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:2,2,DF,CHAVEZ Ricardo,1994-11-19,30,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:3,3,DF,ARTEAGA Gerardo,1998-09-07,26,2025-06-14,Mexico,173
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:4,4,DF,GUZMAN Victor,2002-03-07,23,2025-06-14,Mexico,182
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:5,5,MF,AMBRIZ Fidel,2003-03-21,22,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:6,6,MF,DEOSSA Nelson,2000-02-06,25,2025-06-14,Colombia,178
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:7,7,FW,BERTERAME German,1998-11-13,26,2025-06-14,Mexico,176
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:8,8,MF,TORRES Oliver,1994-11-10,30,2025-06-14,Spain,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:10,10,MF,CANALES Sergio,1991-02-16,34,2025-06-14,Spain,178
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:11,11,FW,ALVARADO Alfonso,2000-03-15,25,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:13,13,DF,SALCEDO Carlos,1993-09-29,31,2025-06-14,Mexico,182
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:14,14,DF,AGUIRRE Erick,1997-02-23,28,2025-06-14,Mexico,171
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:15,15,DF,MORENO Hector,1988-01-17,37,2025-06-14,Mexico,183
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:16,16,FW,ROJAS Johan,2002-09-20,22,2025-06-14,Colombia,180
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:17,17,MF,CORONA Jesus,1993-01-06,32,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:19,19,MF,CORTIZO Jordi,1996-06-30,28,2025-06-14,Mexico,182
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:20,20,FW,GONZALEZ Alfonso,1994-09-05,30,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:21,21,DF,REYES Luis,1991-04-03,34,2025-06-14,Mexico,184
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:22,22,GK,CARDENAS Luis,1993-09-15,31,2025-06-14,Mexico,176
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:23,23,DF,SANCHEZ Gustavo,2000-05-03,25,2025-06-14,Mexico,178
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:25,25,GK,MELE Santiago,1997-09-06,27,2025-06-14,Uruguay,185
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:29,29,MF,OCAMPOS Lucas,1994-07-11,30,2025-06-14,Argentina,182
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:30,30,MF,RODRIGUEZ Jorge,1995-09-15,29,2025-06-14,Argentina,176
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:31,31,FW,DE LA ROSA Roberto,2000-01-04,25,2025-06-14,Mexico,172
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:32,32,DF,LEONE Tony,2004-04-28,21,2025-06-14,Mexico,172
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:33,33,DF,MEDINA Stefan,1992-06-14,33,2025-06-14,Colombia,180
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:36,36,FW,MOXICA Joaquin,2006-01-27,19,2025-06-14,Mexico,175
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:37,37,MF,FIMBRES Iker,2005-06-02,20,2025-06-14,Mexico,172
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:41,41,GK,PEREZ Santiago,2004-05-08,21,2025-06-14,Mexico,191
cfmonterrey,CF Monterrey,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,10,2025-07-04,FIFA Club World Cup 2025,male,cfmonterrey:93,93,DF,RAMOS Sergio,1986-03-30,39,2025-06-14,Spain,183
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:2,2,DF,BARRETO Sergio,1999-04-20,26,2025-06-14,Argentina,180
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:3,3,DF,ACEVES Alonso,2001-03-28,24,2025-06-14,Mexico,180
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:4,4,DF,EDUARDO BAUERMANN,1996-02-13,29,2025-06-14,Brazil,189
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:5,5,MF,PEDRAZA Pedro,2000-04-30,25,2025-06-14,Mexico,180
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:6,6,MF,HOMENCHENKO Santiago,2003-08-30,21,2025-06-14,Uruguay,184
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:7,7,FW,RODRIGUEZ Emilio,2003-04-21,22,2025-06-14,Mexico,177
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:8,8,DF,GONZALEZ Bryan,2003-04-10,22,2025-06-14,Mexico,177
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:9,9,FW,HERNANDEZ Illian,2000-04-12,25,2025-06-14,Mexico,180
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:10,10,FW,JOHN KENNEDY,2002-05-18,23,2025-06-14,Brazil,178
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:11,11,FW,IDRISSI Oussama,1996-02-26,29,2025-06-14,Morocco,175
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:12,12,FW,DOMINGUEZ Alexei,2005-01-03,20,2025-06-14,Mexico,168
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:13,13,GK,JURADO Sebastian,1997-09-28,27,2025-06-14,Mexico,191
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:14,14,DF,SANCHEZ Carlos,2002-04-13,23,2025-06-14,Mexico,165
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:15,15,MF,LUNA Israel,2002-03-23,23,2025-06-14,Mexico,178
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:16,16,DF,PEREIRA Federico,2000-02-24,25,2025-06-14,Uruguay,188
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:18,18,MF,PALAVECINO Agustin,1996-11-09,28,2025-06-14,Argentina,179
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:19,19,MF,LOPEZ Eduardo,1994-09-17,30,2025-06-14,Mexico,167
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:21,21,DF,CASTILLO Jose,2001-12-02,23,2025-06-14,Mexico,179
cfpachuca,CF Pachuca,MEX,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,11,2025-07-04,FIFA Club World Cup 2025,male,cfpachuca:22,22,DF,CABRAL Gustavo,1985-10-14,39,2025-06-14,Argentina,184
